sx,sy,tx,ty,decision
0.06854594326202168,0.9644223636437819,0.5407176034193182,0.37673309621227535,upright
0.9010462546205253,0.8199859450670759,0.10943073088349697,0.9686067395737639,upright
0.14504564631245642,0.8946091913326953,0.8865707640699586,0.284551797423669,upleft
0.09101316324779962,0.36386090677130767,0.02646841992551352,0.01917137478970332,downleft
0.49309047349517954,0.889205562295393,0.1794503386151085,0.19654429830633047,upleft
0.928539061822996,0.32282125811505746,0.17942923679718137,0.7249751897405329,upright
0.03557347603890426,0.32415506177392683,0.29859744504552466,0.13759140911841872,downright
0.35533039353981144,0.4310388745091216,0.8076444769179755,0.7060398388275545,upright
0.38092139462642294,0.7183608452672794,0.5496257264872461,0.4003505696954841,downright
0.020350739140870155,0.4832030549796329,0.581657626595442,0.8164445924161188,upleft
0.1642715828072152,0.6734626925297678,0.21829611273013105,0.8099318008539738,upright
0.10724241373535737,0.23889395402099645,0.1537853785068629,0.7175051620107316,upright
0.1613347707982543,0.9733113899798014,0.23747886572223442,0.5641492508902158,downright
0.03924401943283551,0.46947405277542686,0.8520091669276981,0.6345083820367843,upleft
0.9928240020929588,0.7810261775455057,0.8116078519940876,0.9888474214367156,upleft
0.7078072712084952,0.9166552006155084,0.8876982928442263,0.6525833996494738,downright
0.6152234122031467,0.0902045786845509,0.7650401662774384,0.9128023715170909,downright
0.43187543404620077,0.21230595862175095,0.6995977262727315,0.6860675440847646,upright
0.32394200790357985,0.35700604771933464,0.5545949970511983,0.3170247332322149,downright
0.7016586658198117,0.09820159107970816,0.2400504872212894,0.5132224153492265,upleft
0.8868462238863908,0.37960406142904835,0.829721246534985,0.09583699849850791,downleft
0.50674199346455,0.9101053885777799,0.6234052336578675,0.17177538462542974,upright
0.9848992135304196,0.6657571674934097,0.08485745296078251,0.23262837350508836,downright
0.8334328048792463,0.4586682668063967,0.05755036700123184,0.1507133357390632,downright
0.08117821572939832,0.743889938532183,0.6184876982496136,0.8859756475464209,upleft
0.7194704979470451,0.3623098968473335,0.39218735765647783,0.5690646401265905,upleft
0.4092991283902452,0.16702251916561206,0.8999466739620735,0.4982863431689286,upright
0.49511810896017383,0.2843806607069844,0.30691152316972226,0.3951696680340384,upleft
0.5601961664677801,0.9553071976376951,0.289259172067448,0.2366793797868224,upleft
0.05467580979144704,0.27798737768654525,0.640589523210757,0.9318346405955569,downleft
0.5016903969478672,0.06202327758110793,0.8967500585680996,0.9921145255918423,downright
0.4594415425610474,0.9937697984073521,0.12283565544459085,0.984932783839187,downleft
0.13965485173854963,0.6653102161365628,0.5997637429567211,0.8487543721730565,upright
0.947898121502732,0.9568160457515328,0.46441064156263934,0.9664854372341063,upleft
0.17739585171116878,0.900453976541741,0.46766551772794807,0.5537631015839011,downright
0.7559467963187257,0.411652018977298,0.019503256178222128,0.5887472918785989,upright
0.18224311060688958,0.7015808712940884,0.45023190092043697,0.7239729158252425,upright
0.0601109498201271,0.945202308402347,0.6780041771806499,0.5464220451461397,downleft
0.5220856438028756,0.9529839584854769,0.11122445428029526,0.5857557562016122,downleft
0.4962874132923263,0.5674935948300115,0.6772063159066649,0.768322503268298,upright
0.5269292947493551,0.5237688614382592,0.47444870213460644,0.2029611581654731,downleft
0.833556287596985,0.2933892070080064,0.9997939526298083,0.7995135890855376,downright
0.8143058446449275,0.6968209402441706,0.9298810307478251,0.8291076781714886,upright
0.3376111090353584,0.5209879651779902,0.49998207002294126,0.13559169392339,downright
0.6327837088850446,0.4038831518856082,0.7078425773878801,0.12240801570615978,downright
0.6888560341073428,0.4175908667653644,0.8113575021912119,0.6251977672855457,upright
0.9880146308124492,0.9638136747218407,0.8839777726368694,0.8113531535885781,downleft
0.017207948885946234,0.6658299326375207,0.8201916888443905,0.13157205416650897,upleft
0.640801897178042,0.3287985226823632,0.6810583455123648,0.8281830801155052,upright
0.2481295796191697,0.40325943980522627,0.681680006715827,0.01827515697465254,downright
0.09011425759785108,0.08881128314166997,0.41536922652314157,0.3969002373726418,upright
0.7522750084511701,0.898277054321328,0.19971295384536603,0.21873818214564944,upright
0.3034673079722032,0.21055180642733595,0.6511456935037198,0.5957744678924363,upright
0.5992738321125495,0.4167825086335205,0.501279579755059,0.791587503612617,upleft
0.6242206396718184,0.018216228853753624,0.3139921946214632,0.541614113240607,downleft
0.427555207066733,0.5538130546043714,0.4886855972641826,0.709838074690302,upright
0.8870143656456808,0.5345921020089047,0.4313714332872324,0.6137298168019072,upleft
0.8912046313669605,0.5114666788745247,0.05881334548307737,0.49160258308162064,downright
0.1634460161987894,0.6906440783606753,0.7907754734690416,0.7285071630533256,upleft
0.3243214158819617,0.6397363505290906,0.5320205243621337,0.3425804792112883,downright
0.896741390384655,0.5035507885139419,0.9633830422165149,0.08593764321336061,downright
0.3460448356601563,0.05843429679994161,0.9136624508060206,0.6423239259689425,downleft
0.820398708087636,0.11435077782031577,0.6506183945182834,0.7200453752258508,downleft
0.24568361040239084,0.33615806463976594,0.5235103625453611,0.0005243899311613287,downright
0.1425820492081149,0.0657084544613511,0.0772389797595302,0.531335500091315,upleft
0.6692592520173934,0.08574240480675444,0.8467919987398863,0.782877756122385,downright
0.05219242451558026,0.42799269836859544,0.9150616599500614,0.6544459471660932,upleft
0.35952906357215586,0.937290255541145,0.5173002155226849,0.40524187389301414,upright
0.13841486810357118,0.4047852030337735,0.9888737463651303,0.5621144433734511,upleft
0.26357413912793937,0.7098891386980869,0.19787738092838103,0.37655113708790033,downleft
0.8678919843491651,0.7941574295523148,0.20423608166131113,0.7552816051435632,downright
0.3638705857699691,0.09526661612303877,0.37247979287778854,0.14336068884726394,upright
0.1884907500584213,0.354484691152253,0.6899901075956696,0.39811085418861825,upleft
0.2437242420721446,0.364487363027312,0.40877013169712995,0.5898678328623593,upright
0.09888220720585139,0.6795123917608107,0.878431845166133,0.5041472524607148,downleft
0.908313667088801,0.08813543325419704,0.03684067611444242,0.3751624119509297,upright
0.3245079530607321,0.9891393129060397,0.17639388916951837,0.6330450750829176,downleft
0.1937387674100881,0.19086565687372603,0.5903531673657268,0.20782964384321678,upright
0.9720528107987901,0.11072811121513249,0.22340415515777712,0.27762280442220455,upright
0.7245924954054721,0.2932763732667457,0.6760549996208184,0.09255993540878216,downleft
0.4723373290866292,0.358795782679346,0.16300620879035943,0.544905447183381,upleft
0.24673233271365969,0.7644306569378891,0.365104908380562,0.09776304801692426,upright
0.08536526225410213,0.876201233249943,0.3193128642841846,0.5592616499292103,downright
0.5243847954247252,0.3525632239181907,0.33808340965183137,0.6525902066253698,upleft
0.9829852553670428,0.7214443063096444,0.9923453205371461,0.9069366992964509,upright
0.5684765559920383,0.8976713568907971,0.15436028075858854,0.013953360684435978,upleft
0.8384077588354394,0.4915728969704892,0.2014561281521915,0.7773788011380596,upright
0.9483687119238496,0.6167618085572173,0.5298578675976828,0.3609180619682849,downleft
0.9508321873833787,0.5331684861480551,0.04357241223588004,0.2714572094264376,downright
0.26567882498945505,0.49246644740834056,0.3302885397662706,0.9258880979421582,upright
0.33514722677599895,0.8773896777533665,0.2697395120717807,0.739374522180959,downleft
0.45679727243793056,0.2949576538225004,0.001995949121903484,0.29486045718358433,downleft
0.8430445972508536,0.3421680639564537,0.2801765303422059,0.6109182364138261,upright
0.005948637045391947,0.1585320053808954,0.2403937366843314,0.6921406764128593,downright
0.34106721005222507,0.27568079085116504,0.12921184738563452,0.6009469376273175,upleft
0.9172290195007547,0.8271944782549809,0.8666433011035944,0.18845823477127632,upleft
0.24615511865513318,0.46995693482309786,0.5974532834160782,0.9456393063894818,upright
0.49501896699892045,0.0062677048432302485,0.3940311270788114,0.2254654237684658,upleft
0.827508589037964,0.8237700061095177,0.5675322631431586,0.19857315616676707,upleft
0.9499867151597138,0.18376195384217386,0.134008878495944,0.22302633894893165,upright
0.7925711591703588,0.031092605384820837,0.11134406492780335,0.6434805842363015,downright
0.033157690507144566,0.4995700506634638,0.04662536411933038,0.31705673672779167,downright
0.6005546478398571,0.38809132949050507,0.5447290568792799,0.0895667074527089,downleft
0.22719394900011858,0.5987693459364279,0.32397810658855875,0.02203199250210708,upright
0.49001263665623895,0.2567287301170914,0.29284832049632636,0.423591739554793,upleft
0.6226579311998072,0.21703490304693562,0.8810950433842408,0.9483014379698851,downright
0.7503787110156561,0.601004651861704,0.6909781974551608,0.2861718233958346,downleft
0.06802425462818906,0.4006700457749942,0.11531928502657696,0.541673417430585,upright
0.7018833688174778,0.4521042545232604,0.6655440938935171,0.31334790844244453,downleft
0.45807578222963574,0.08098564019568932,0.5693505530736367,0.5827141397344221,downright
0.9633231705805232,0.2229022597366318,0.2018674916998845,0.668529032544207,upright
0.9302213171082702,0.9233869104640301,0.6292889111084401,0.4736176898855927,downleft
0.341467419582551,0.3101855084717402,0.9892814099383715,0.2656138464535981,downleft
0.8285388674838873,0.6004336390748254,0.5165196531736131,0.011015481174119546,upleft
0.17464309277212786,0.9486643300801547,0.9527606822549609,0.6526193306437313,downleft
0.27138014942617017,0.7289014130444467,0.8352906248283016,0.22134617758437747,upleft
0.8934195730453102,0.6339926204641936,0.15005343097268697,0.6630658757482024,upright
0.6531270249965105,0.7898347103428628,0.31978386861176944,0.7442792317260479,downleft
0.3343843199329266,0.11613883171153883,0.5313951521987516,0.26482373648383006,upright
0.8194612580953786,0.37936152836155834,0.3380024721757833,0.7548989301189593,upleft
0.3135910323124824,0.12338265622381805,0.8330157514898432,0.7067880859804254,downleft
0.7707869150084112,0.47829341971047945,0.23133512589867533,0.39566233841511766,downright
0.8893336714681908,0.024648794180992417,0.37863983678472524,0.5554615928946823,downright
0.5582685388322967,0.05347989098589412,0.7909541098721259,0.4723110889719314,upright
0.9548625990235496,0.7571760588618931,0.1716451560428548,0.11833514063272998,upright
0.6497402502812576,0.5604435775631784,0.23079150124436754,0.5914857301839959,upleft
0.20626416602462472,0.31230072208597115,0.5975232053325665,0.8821834090871847,downright
0.39854858578040464,0.16660960978393335,0.16330066846893176,0.7996158884668485,downleft
0.6205787690703082,0.6883545188107343,0.935908456048416,0.40928526971030477,downright
0.08970321355605448,0.8814583437496559,0.7047249305255221,0.8795153344547205,downleft
0.6546488821078323,0.46351394664683887,0.18703331093359232,0.20184794084336388,downleft
0.8828867215739934,0.9496669530598132,0.7951670954159226,0.2747873388766444,upleft
0.3807870706493671,0.06322683979301813,0.518587917474784,0.26636155016790786,upright
0.14494286523086974,0.4342728578737317,0.13313751497699378,0.680458624799197,upleft
0.7663230284949946,0.21354451364993066,0.05519113405691556,0.20653927399502603,downright
0.21197535840848547,0.08537760588234355,0.5551563238668552,0.8533068731004366,downright
0.8196666898203554,0.7818304723288432,0.30317745538760066,0.4730984576222349,downright
0.8428434744165016,0.5718034371772993,0.9619838184570716,0.4904009247764193,downright
0.10673193781649604,0.39191943811412,0.7486788820662477,0.20006089772701996,downleft
0.7841541667793133,0.6960098086624292,0.6493723873222167,0.10897908229103914,upleft
0.9629514815073712,0.6209023293776899,0.5963690315787576,0.3742437297022786,downleft
0.27572903932090964,0.7875567764062944,0.8070768634790132,0.7007472190846639,downleft
0.27356409225083256,0.9551932296677469,0.04292270206925031,0.37714549358636607,upleft
0.04556146821642537,0.8619713255548818,0.814589506642351,0.38393147118923876,downleft
0.7608868238519787,0.3929580516399802,0.1292763933903941,0.16150534501759017,downright
0.9374965638477959,0.05393486386988955,0.8811349937812848,0.6752044930796247,downleft
0.17481289494850671,0.7216263288185196,0.16263572032849527,0.8542462481837799,upleft
0.8652727735684397,0.41588753953002233,0.09449721283184387,0.9831076720626643,downright
0.19786962928630025,0.17214751461077504,0.11150180875963167,0.21901966261453376,upleft
0.7806347375056267,0.007976651797521273,0.3427415770554537,0.3109778270941803,upleft
0.25417505111900407,0.8398080666050131,0.6315054579449604,0.4852676029060362,downright
0.6351480332699799,0.7385161655059602,0.6869559849431551,0.30024891750518,downright
0.4454496845775533,0.4548530961272307,0.7695172560397829,0.40688689206781103,downright
0.31688031563647545,0.13884518210509722,0.736901496221509,0.547508659519322,upright
0.4513431266265421,0.6398029621201436,0.4772540195904452,0.8128460011505783,upright
0.5605778143896565,0.8611223840271558,0.3911314872196423,0.36183920635328093,downleft
0.8213908939490009,0.26683294437536265,0.3220822123765952,0.9464234181132057,downleft
0.5444511285604122,0.04407872341001906,0.4174369511630245,0.27272999123712904,upleft
0.05956440271687424,0.4305563915382159,0.31396716374873646,0.049089857733817466,downright
0.8939280270759036,0.6314454745931689,0.7730473099824574,0.4320255718244824,downleft
0.29627430776653585,0.11453840529502868,0.47671192499611603,0.4157414164760296,upright
0.2897674181518547,0.6405060065473835,0.5591011374558639,0.8462725536659761,upright
0.3113119500105649,0.8700494276981299,0.1357010272567254,0.2256780914463612,upleft
0.8521436831105893,0.9218728027297816,0.566908166009675,0.5415289269827518,downleft
0.14565695083874253,0.8788179344596757,0.9024165499151241,0.2632164229425933,upleft
0.7125264946197789,0.5440693593453438,0.2571827902650381,0.8827315876124263,upleft
0.20125389883342604,0.910185083949795,0.05222873994753885,0.34766306273506886,upleft
0.6573470490833162,0.24326118024659138,0.11903118375886435,0.07446094280925208,downright
0.5739273195875514,0.8598265801233236,0.78149607041953,0.8495972097158849,downright
0.3370783290194409,0.47479951452185254,0.45517524297111434,0.16779861035871524,downright
0.15005752797103777,0.9687733216294605,0.7474915037219004,0.7843306038186318,downleft
0.99878809993267,0.6695792308249685,0.20622019076886944,0.72279479782625,upright
0.07181716556559337,0.36346497186060245,0.4793338915181836,0.49200487298921936,upright
0.505317097916865,0.45845165393962306,0.12456638605463599,0.36538395328636053,downleft
0.41778686176782176,0.6763965978650646,0.3773203835778792,0.24738108632052358,downleft
0.004018962869240084,0.3524899146642614,0.11074922432185885,0.3033610450320545,downright
0.6115876972627274,0.40103818228725907,0.7745268611650828,0.3056599026523765,downright
0.8889658220653248,0.15285063509188723,0.12053554239591191,0.5295043992337706,upright
0.33960950562060377,0.7559423185458438,0.9693093765992572,0.026558883347589823,upleft
0.8323607302152312,0.421816076336366,0.07072834286956409,0.9860593908950659,downright
0.36233021006458144,0.8626423309762935,0.1484397728027541,0.7358013367304185,downleft
0.19117274689845698,0.180842456193974,0.31585968301457346,0.7011733792498686,downright
0.28341182573270307,0.6246130307103687,0.20066213351130713,0.8978885710870834,upleft
0.030794232096967966,0.9901916691355747,0.060960515911621216,0.6682496262072585,downright
0.10003873889651049,0.3698263241398849,0.06627033862771581,0.6850206521307234,upleft
0.4013284251290231,0.7871568148090602,0.4783448551473267,0.9205368437101745,upright
0.06257781910358573,0.3982800993463306,0.33964634358298185,0.5791687050395485,upright
0.476691627458002,0.8688471449236645,0.5337384809141026,0.7236826584921545,downright
0.49505787957108915,0.4988019755326778,0.009538318350492014,0.4750151136732622,downleft
0.7369561319499496,0.8078580154343401,0.8312883667089714,0.7948255148675347,downright
0.7870173858665898,0.3330720587413213,0.807534469387519,0.7764597212226549,upright
0.04840962842615393,0.8929202108175501,0.7727381760720714,0.555364654581713,downleft
0.044733565129307706,0.05825471214919298,0.723835396205454,0.8449192282116166,downleft
0.8307250801116919,0.35018443347198713,0.15245681861074478,0.9531266239376055,downright
0.5649349685155254,0.9730306414426196,0.6070674461147731,0.9031230743760994,downright
0.24921922638614624,0.6387312592695686,0.5276286653967011,0.6921262901833866,upright
0.4241430058542489,0.6628580131521792,0.43996228875169563,0.1569965339453866,upright
0.575878853184024,0.06903545435398795,0.22576925359771094,0.8241619914718364,downleft
0.3706720691588914,0.43410204246077266,0.5744126762219709,0.2529975758169596,downright
0.9109466491006187,0.2176494543426416,0.23748134267726229,0.06322071026588505,downright
0.07298498205648596,0.7131874431545439,0.8350890423185701,0.5429994489724126,downleft
0.7893908083476091,0.10118538168919777,0.17582354973866232,0.617837980169493,downright
0.2730160116982657,0.7230434150241074,0.4199094284993399,0.7930271499978954,upright
0.42683459402695656,0.5495039156183823,0.8748753366496407,0.45134446256443606,downright
0.9133526631249042,0.014920001043242426,0.9312178686182745,0.7010837019194032,downright
0.7417818772289048,0.8470063397637356,0.5493002024770292,0.08928891964297181,upleft
0.8434437636470088,0.6929880839361294,0.5165788071548607,0.27419361659959207,downleft
0.6441421154107372,0.33542159890209944,0.4326351365883493,0.3778718877673538,upleft
0.5270969674972832,0.4318452704922684,0.9759195157412436,0.5793235993147547,upright
0.6909560248100709,0.9889137037990381,0.07031102572772086,0.29544056736173296,upright
0.5398004780067662,0.5978039767741818,0.6326883200501343,0.9098490445991498,upright
0.20125862125718696,0.6895517071009748,0.13432154068592994,0.8689997935163559,upleft
0.666496616791463,0.34271893945006937,0.7941226203691424,0.9703269090307793,downright
0.867019818245883,0.15888443491800952,0.39646261519290193,0.8786176857970056,downleft
0.07199014604071463,0.09038909574875476,0.21842189081640795,0.6333369704739652,downright
0.19173540816828138,0.3700598918200426,0.5010505006960019,0.7918719967338185,upright
0.1630282350328256,0.5160772755435445,0.036887536298218726,0.026458146074606392,downleft
0.8549039470374716,0.7115865266386021,0.43297351530696326,0.6103853458354734,downleft
0.35560268546061913,0.30648190172418444,0.36962222900761754,0.17783332730818557,downright
0.44875185048548205,0.6888736658514212,0.5184278626720745,0.707635091612705,upright
0.11023212233026358,0.9828005396872568,0.4752756927641778,0.1588426256913925,upright
0.8836231750561502,0.9502648499872294,0.10053345086490162,0.2997105734750902,upright
0.879555726231757,0.16437075556974756,0.49638947971717895,0.7751052367753324,downleft
0.8755072406744271,0.19294236927318076,0.7667067269878707,0.24838680824585857,upleft
0.49005171490497534,0.5198793279398123,0.0679127463610446,0.4428887217814509,downleft
0.011123027750338133,0.35863233525927374,0.3540064999051832,0.782989116345939,upright
0.29710780597928776,0.8663917543914124,0.36034784110351725,0.8947163043056403,upright
0.8517693708662194,0.5749050989521529,0.6571753816977659,0.9322346011777163,upleft
0.8010251153201695,0.8832496983872884,0.2667284839292796,0.3835735799372735,downright
0.9031506643661111,0.7756661309813548,0.955125735407863,0.16315905326335856,upright
0.01576431970563652,0.48718204154317035,0.39046034148223085,0.6562917902294712,upright
0.16219944023282185,0.29807748404821177,0.7528116537684524,0.08406128865509033,downleft
0.6926642144331222,0.1350146351041147,0.5689565245055868,0.9709355792153237,downleft
0.23389145264784184,0.33944381985736294,0.2611728694005794,0.853021482666964,downright
0.9814209699926433,0.5837901737005579,0.31085078557374857,0.295785057896632,downright
0.7860700659461866,0.8878339220828331,0.9489118048701418,0.4858353133720734,downright
0.45518046104728305,0.8581811761737284,0.07307047139349865,0.38350797171825446,downleft
0.00979927746107967,0.8499517723293314,0.7115939279264464,0.0435330126434178,upleft
0.6436080162647151,0.7674143568803597,0.25691264582540907,0.4796976115140721,downleft
0.7985318733063338,0.6211558728113612,0.3676330061079507,0.33682000965848924,downleft
0.6546802141803258,0.7951302430146265,0.28105596318419723,0.2662938578103413,upleft
0.7535307987084428,0.9110905987821146,0.8476448059547228,0.5828199692452019,downright
0.8592930339460637,0.9550189126944751,0.7620521902213481,0.310636301854623,upleft
0.3158550779764686,0.5529410307524768,0.7327671935935636,0.37085148027580217,downright
0.33004839461369606,0.932715889896393,0.29981231661901486,0.39698708832045504,upleft
0.28069678342033133,0.7761615801944891,0.14141095695666184,0.2064209032265748,upleft
0.059957474942018196,0.5181304472504106,0.21803263943554152,0.6556828133275112,upright
0.2439726964301483,0.06000262442791504,0.23235786154012295,0.7526862382172325,downleft
0.9902563360687694,0.20350214151521961,0.00475096620951998,0.21405140695571434,upright
0.122556764152558,0.7968677733694083,0.30941038118488884,0.21305580673058933,upright
0.5115664435549662,0.10026393623190344,0.05837694425833195,0.8581684813315917,downleft
0.26084123517688107,0.1483304623694517,0.9420227656567483,0.9555967151344464,downleft
0.020291616329073614,0.8987509402803081,0.060761119456177015,0.9083401551396958,upright
0.15453738673149953,0.28473366463366045,0.06523890484733341,0.00463139751136854,downleft
0.18996316517694178,0.16459191893994052,0.9570423701678066,0.15706031684247457,downleft
0.6465909855815914,0.4753151372567075,0.4848966138330306,0.901891975898423,upleft
0.5682964224632955,0.7098502635088015,0.20195632223992532,0.11461498174395901,upleft
0.8081026149931878,0.7951670957459425,0.37462392040448333,0.1324937872489369,upleft
0.3394123977366884,0.26249393686800915,0.21234353246704607,0.37276445633761734,upleft
0.05998654619996502,0.7314012173267379,0.5425856103367246,0.6683490408688509,downright
0.05930426147114398,0.7746054838604128,0.8836257833049684,0.11618004838667395,upleft
0.6117417556041242,0.2474164641742861,0.8199694062672211,0.3875273448052955,upright
0.7125918146139757,0.09359639413625565,0.6346686982756612,0.5241072037694717,upleft
0.8779281755717475,0.603240709581497,0.12323402033966491,0.5518620109900363,downright
0.2666799506073805,0.8095592391839012,0.22675093804349755,0.722344034812038,downleft
0.0621359120222732,0.8907001350084921,0.2370699248401913,0.07838449357090138,upright
0.5021464217220737,0.7404891358416831,0.12054606290003056,0.7496368941818979,upleft
0.648539777153118,0.5904216040155984,0.08547200707819236,0.7691817589062753,upright
0.49163456784832005,0.16216345870692583,0.6934137470266434,0.4193069921560255,upright
0.5681891485931182,0.058201033317377915,0.9306816389861795,0.5958983521380162,downright
0.03318594097520211,0.9426178848118602,0.7354626431158072,0.4275280674866895,upleft
0.5155831434250833,0.7153875735907375,0.8343245683286737,0.3733605015971738,downright
0.6154117136282783,0.6277685351054811,0.28678187582493675,0.062049599111702936,upleft
0.31822585157827943,0.3224859254489262,0.2920721125831327,0.7056683105671819,upleft
0.7135163798846759,0.17571229621784334,0.573150305708312,0.2423403957906034,upleft
0.6278501664314926,0.6549015588168142,0.9422381833689953,0.1074068041043581,upright
0.07605327720324162,0.5319268788932371,0.45196051332780485,0.2673289463838836,downright
0.6094568427550765,0.48960266978838085,0.5063488949847018,0.9644950608310129,upleft
